id_campagne,nom_campagne,canal,budget,date_debut,date_fin,ventes_generees,taux_engagement_percent,Roi_percent,cout_par_vente,mois,annee
M04299,CAMPAGNE BLACKFRIDAY 60,Radio,6698.98,2024-12-07,2025-01-06,1698,3.1,139.63,3.95,12,2024
M04300,CAMPAGNE INFLUENCE 346,Email,736.35,2024-06-14,2024-07-09,5,4.26,133.96,147.27,6,2024
M04301,CAMPAGNE SAISON 358,Tiktok,12116.07,2024-10-23,2024-11-12,1814,8.26,55.0,6.68,10,2024
M04302,CAMPAGNE FIDÉLITÉ 444,Tv,1094.51,2024-07-22,2024-08-14,1044,1.77,36.7,1.05,7,2024
M04303,CAMPAGNE SAISON 149,Facebook,10431.12,2024-05-31,2024-06-26,1465,5.8,88.09,7.12,5,2024
M04304,CAMPAGNE FIDÉLITÉ 133,Facebook,6132.58,2024-07-21,2024-07-28,461,10.62,127.42,13.3,7,2024
M04305,CAMPAGNE BLACKFRIDAY 236,Instagram,12271.42,2025-06-10,2025-06-27,1637,7.21,76.53,7.5,6,2025
M04306,CAMPAGNE LANCEMENT 247,Tiktok,2002.51,2025-01-23,2025-02-11,732,2.55,6.35,2.74,1,2025
M04307,CAMPAGNE SAISON 206,Facebook,17447.2,2025-04-29,2025-05-15,1153,4.89,12.81,15.13,4,2025
M04308,CAMPAGNE FIDÉLITÉ 295,Tv,19287.25,2024-09-11,2024-09-27,612,0.6,141.66,31.52,9,2024
M04309,CAMPAGNE LANCEMENT 261,Email,7480.84,2024-10-13,2024-11-08,882,3.83,119.57,8.48,10,2024
M04310,CAMPAGNE INFLUENCE 344,Email,15405.86,2025-01-01,2025-01-30,1664,1.45,68.01,9.26,1,2025
M04311,CAMPAGNE PROMO 335,Tiktok,4625.01,2025-03-23,2025-03-29,574,7.0,-18.53,8.06,3,2025
M04312,CAMPAGNE SAISON 390,Tv,19780.03,2025-05-22,2025-06-09,1853,5.62,121.02,10.67,5,2025
M04313,CAMPAGNE INFLUENCE 160,Email,4228.75,2024-06-03,2024-06-27,1726,11.84,-19.8,2.45,6,2024
M04314,CAMPAGNE BLACKFRIDAY 43,Radio,6320.25,2025-06-24,2025-06-29,976,8.64,137.56,6.48,6,2025
M04315,CAMPAGNE SAISON 320,Instagram,2759.17,2025-02-22,2025-03-06,754,6.61,35.21,3.66,2,2025
M04316,CAMPAGNE BLACKFRIDAY 123,Google Ads,5467.58,2025-08-04,2025-08-22,919,5.07,32.17,5.95,8,2025
M04317,CAMPAGNE INFLUENCE 191,Tiktok,17744.27,2025-08-03,2025-08-10,801,10.88,39.26,22.15,8,2025
M04318,CAMPAGNE FIDÉLITÉ 285,Tiktok,10683.87,2025-03-25,2025-04-03,164,11.58,-2.64,65.15,3,2025
M04319,CAMPAGNE LANCEMENT 361,Instagram,10114.78,2025-02-11,2025-03-08,1647,0.91,113.4,6.14,2,2025
M04320,CAMPAGNE PROMO 190,Facebook,16204.27,2024-11-25,2024-11-30,1887,1.38,147.32,8.59,11,2024
M04321,CAMPAGNE LANCEMENT 305,Instagram,6619.27,2024-11-17,2024-12-16,65,6.13,98.32,101.83,11,2024
M04322,CAMPAGNE PROMO 15,Instagram,9933.12,2024-09-30,2024-10-16,1609,0.78,95.66,6.17,9,2024
M04323,CAMPAGNE FIDÉLITÉ 169,Tiktok,3275.92,2024-12-23,2025-01-15,638,5.45,41.78,5.13,12,2024
M04324,CAMPAGNE INFLUENCE 299,Tv,13525.25,2025-03-06,2025-03-23,414,6.38,31.01,32.67,3,2025
M04325,CAMPAGNE BLACKFRIDAY 456,Radio,19346.55,2024-11-04,2024-11-30,1922,1.21,-0.22,10.07,11,2024
M04326,CAMPAGNE PROMO 252,Email,16474.63,2024-06-16,2024-07-14,1426,8.95,68.87,11.55,6,2024
M04327,CAMPAGNE PROMO 208,Email,17310.14,2025-02-10,2025-02-19,817,0.69,115.57,21.19,2,2025
M04328,CAMPAGNE PROMO 321,Tv,16565.54,2024-01-20,2024-02-03,1916,1.1,3.54,8.65,1,2024
M04329,CAMPAGNE FIDÉLITÉ 53,Tv,14990.68,2024-12-13,2025-01-04,1421,5.41,117.22,10.55,12,2024
M04330,CAMPAGNE PROMO 69,Google Ads,19328.32,2024-09-29,2024-10-10,1143,6.32,-11.8,16.91,9,2024
M04331,CAMPAGNE PROMO 311,Email,7056.34,2025-05-20,2025-06-10,1367,3.07,70.19,5.16,5,2025
M04332,CAMPAGNE SAISON 127,Instagram,9271.08,2025-01-03,2025-01-24,1864,8.25,46.36,4.97,1,2025
M04333,CAMPAGNE INFLUENCE 106,Radio,1449.95,2025-04-19,2025-05-03,314,9.83,108.72,4.62,4,2025
M04334,CAMPAGNE FIDÉLITÉ 342,Instagram,560.91,2024-08-16,2024-09-15,1902,4.04,143.46,0.29,8,2024
M04335,CAMPAGNE FIDÉLITÉ 23,Tv,11506.03,2025-06-27,2025-07-16,1710,5.82,-8.67,6.73,6,2025
M04336,CAMPAGNE PROMO 460,Email,1463.59,2024-01-02,2024-01-08,470,11.48,113.16,3.11,1,2024
M04337,CAMPAGNE PROMO 137,Instagram,2792.59,2025-04-16,2025-05-07,576,11.7,19.12,4.85,4,2025
M04338,CAMPAGNE FIDÉLITÉ 113,Tiktok,4984.75,2024-06-11,2024-07-08,1842,5.09,5.69,2.71,6,2024
M04339,CAMPAGNE BLACKFRIDAY 375,Tiktok,18858.52,2024-06-13,2024-06-18,1583,5.16,41.3,11.91,6,2024
M04340,CAMPAGNE INFLUENCE 52,Facebook,1789.39,2024-10-11,2024-10-17,60,11.7,78.41,29.82,10,2024
M04341,CAMPAGNE INFLUENCE 429,Radio,9729.39,2024-07-22,2024-07-27,857,4.57,113.02,11.35,7,2024
M04342,CAMPAGNE INFLUENCE 39,Instagram,16164.43,2024-08-25,2024-09-20,1014,5.01,140.38,15.94,8,2024
M04343,CAMPAGNE LANCEMENT 329,Tv,11909.01,2024-03-24,2024-04-23,1451,6.18,40.19,8.21,3,2024
M04344,CAMPAGNE SAISON 286,Radio,8907.36,2024-07-20,2024-07-30,428,8.33,73.82,20.81,7,2024
M04345,CAMPAGNE INFLUENCE 43,Facebook,3449.27,2024-02-22,2024-03-01,1123,6.33,30.71,3.07,2,2024
M04346,CAMPAGNE SAISON 239,Radio,12284.22,2025-03-16,2025-04-14,1278,11.13,122.5,9.61,3,2025
M04347,CAMPAGNE SAISON 362,Tiktok,3569.81,2025-08-10,2025-08-17,1751,4.92,82.54,2.04,8,2025
M04348,CAMPAGNE BLACKFRIDAY 433,Email,4497.36,2024-09-15,2024-09-20,75,2.49,67.64,59.96,9,2024
M04349,CAMPAGNE LANCEMENT 15,Google Ads,5136.01,2024-10-16,2024-10-30,1322,1.5,-7.02,3.89,10,2024
M04350,CAMPAGNE INFLUENCE 36,Instagram,4101.56,2025-04-18,2025-05-10,975,11.56,133.02,4.21,4,2025
M04351,CAMPAGNE PROMO 371,Tiktok,699.61,2025-03-19,2025-03-26,360,8.4,87.36,1.94,3,2025
M04352,CAMPAGNE INFLUENCE 111,Radio,5966.32,2024-05-19,2024-06-05,1709,1.44,-2.77,3.49,5,2024
M04353,CAMPAGNE BLACKFRIDAY 59,Tiktok,6040.02,2024-03-20,2024-04-01,1450,4.7,128.14,4.17,3,2024
M04354,CAMPAGNE SAISON 441,Facebook,15829.92,2024-05-01,2024-05-25,1068,2.31,83.19,14.82,5,2024
M04355,CAMPAGNE LANCEMENT 276,Instagram,8427.14,2024-01-17,2024-02-14,1885,2.59,96.97,4.47,1,2024
M04356,CAMPAGNE SAISON 76,Instagram,3931.39,2025-04-05,2025-04-13,790,11.19,113.75,4.98,4,2025
M04357,CAMPAGNE BLACKFRIDAY 229,Email,12307.28,2025-03-12,2025-04-04,1974,11.56,102.86,6.23,3,2025
M04358,CAMPAGNE SAISON 151,Facebook,12578.65,2025-06-30,2025-07-09,1100,4.79,34.07,11.44,6,2025
M04359,CAMPAGNE SAISON 295,Facebook,11420.84,2024-01-21,2024-01-26,1048,1.29,127.4,10.9,1,2024
M04360,CAMPAGNE INFLUENCE 111,Tiktok,9325.46,2025-04-02,2025-04-14,1858,0.88,61.31,5.02,4,2025
M04361,CAMPAGNE FIDÉLITÉ 221,Radio,14654.65,2024-01-28,2024-02-17,1118,4.53,-0.3,13.11,1,2024
M04362,CAMPAGNE FIDÉLITÉ 242,Facebook,8003.48,2024-07-09,2024-07-30,494,10.71,25.54,16.2,7,2024
M04363,CAMPAGNE PROMO 152,Tv,5707.19,2025-01-16,2025-01-23,357,11.61,27.1,15.99,1,2025
M04364,CAMPAGNE SAISON 311,Tv,9997.86,2024-04-01,2024-04-10,649,7.6,14.26,15.41,4,2024
M04365,CAMPAGNE LANCEMENT 494,Facebook,8961.58,2024-12-20,2024-12-30,635,8.16,75.52,14.11,12,2024
M04366,CAMPAGNE SAISON 267,Radio,13177.3,2024-01-11,2024-01-17,111,7.67,74.68,118.71,1,2024
M04367,CAMPAGNE LANCEMENT 205,Google Ads,14237.41,2024-05-03,2024-05-26,1602,5.95,39.89,8.89,5,2024
M04368,CAMPAGNE SAISON 178,Tv,4825.34,2025-05-22,2025-06-19,1382,10.62,-18.4,3.49,5,2025
M04369,CAMPAGNE LANCEMENT 106,Facebook,19882.25,2024-08-28,2024-09-05,483,6.95,91.89,41.16,8,2024
M04370,CAMPAGNE BLACKFRIDAY 19,Facebook,14806.13,2024-05-12,2024-06-05,1859,7.46,106.28,7.96,5,2024
M04371,CAMPAGNE LANCEMENT 124,Email,12285.75,2024-08-02,2024-08-13,627,6.75,59.7,19.59,8,2024
M04372,CAMPAGNE BLACKFRIDAY 172,Radio,2207.13,2025-01-10,2025-01-24,659,11.27,6.58,3.35,1,2025
M04373,CAMPAGNE FIDÉLITÉ 483,Google Ads,10703.76,2025-04-29,2025-05-08,1394,5.68,139.18,7.68,4,2025
M04374,CAMPAGNE INFLUENCE 312,Tiktok,4888.68,2025-01-31,2025-02-17,287,2.55,140.13,17.03,1,2025
M04375,CAMPAGNE LANCEMENT 11,Tv,17106.49,2025-07-09,2025-08-05,1151,5.63,129.2,14.86,7,2025
M04376,CAMPAGNE SAISON 248,Facebook,19613.24,2025-01-12,2025-02-10,1944,7.5,15.25,10.09,1,2025
M04377,CAMPAGNE BLACKFRIDAY 6,Email,10785.15,2025-03-08,2025-03-16,94,4.54,21.29,114.74,3,2025
M04378,CAMPAGNE INFLUENCE 125,Email,17601.96,2024-05-16,2024-06-01,1542,3.05,123.37,11.42,5,2024
M04379,CAMPAGNE BLACKFRIDAY 211,Instagram,16150.42,2024-04-05,2024-04-15,1508,1.85,136.6,10.71,4,2024
M04380,CAMPAGNE FIDÉLITÉ 316,Radio,16927.91,2025-03-03,2025-03-08,1119,11.15,10.93,15.13,3,2025
M04381,CAMPAGNE FIDÉLITÉ 446,Google Ads,11143.59,2025-07-15,2025-07-21,1249,0.62,64.74,8.92,7,2025
M04382,CAMPAGNE LANCEMENT 110,Tiktok,8845.22,2025-03-19,2025-03-31,1186,7.32,-10.03,7.46,3,2025
M04383,CAMPAGNE PROMO 179,Email,19589.14,2025-01-31,2025-03-01,1083,9.1,-16.59,18.09,1,2025
M04384,CAMPAGNE SAISON 431,Email,15152.64,2025-03-09,2025-03-21,1842,11.58,132.28,8.23,3,2025
M04385,CAMPAGNE PROMO 117,Tiktok,18302.16,2024-11-09,2024-12-02,282,8.96,1.29,64.9,11,2024
M04386,CAMPAGNE LANCEMENT 488,Tiktok,12316.56,2025-04-14,2025-05-01,1200,9.0,8.46,10.26,4,2025
M04387,CAMPAGNE INFLUENCE 46,Tiktok,11271.92,2024-11-09,2024-11-24,517,7.96,86.24,21.8,11,2024
M04388,CAMPAGNE LANCEMENT 109,Instagram,8595.24,2024-07-20,2024-07-25,1857,5.08,25.14,4.63,7,2024
M04389,CAMPAGNE INFLUENCE 99,Instagram,1529.83,2025-07-17,2025-08-14,1257,0.55,37.16,1.22,7,2025
M04390,CAMPAGNE BLACKFRIDAY 361,Tv,16619.54,2024-11-18,2024-12-05,191,9.31,138.23,87.01,11,2024
M04391,CAMPAGNE INFLUENCE 6,Facebook,19798.45,2024-05-05,2024-05-14,1148,11.31,141.34,17.25,5,2024
M04392,CAMPAGNE SAISON 365,Email,9473.96,2025-08-18,2025-08-29,1008,6.68,62.26,9.4,8,2025
M04393,CAMPAGNE LANCEMENT 321,Google Ads,12736.72,2024-08-08,2024-08-26,182,5.46,70.09,69.98,8,2024
M04394,CAMPAGNE INFLUENCE 369,Google Ads,11388.27,2024-02-15,2024-02-27,663,3.12,118.56,17.18,2,2024
M04395,CAMPAGNE SAISON 452,Facebook,11820.05,2024-02-20,2024-03-20,1822,3.02,149.18,6.49,2,2024
M04396,CAMPAGNE INFLUENCE 462,Tiktok,13252.96,2024-05-11,2024-05-18,1673,7.88,12.4,7.92,5,2024
M04397,CAMPAGNE LANCEMENT 422,Radio,5097.49,2025-08-16,2025-08-26,1084,7.12,-17.75,4.7,8,2025
M04398,CAMPAGNE LANCEMENT 479,Facebook,2480.25,2025-01-29,2025-02-19,1288,1.62,22.31,1.93,1,2025
M04399,CAMPAGNE INFLUENCE 467,Radio,2228.33,2024-10-22,2024-11-02,420,7.13,33.97,5.31,10,2024
M04400,CAMPAGNE SAISON 286,Radio,851.12,2025-06-01,2025-06-17,725,5.57,98.34,1.17,6,2025
M04401,CAMPAGNE PROMO 190,Radio,13019.57,2025-01-13,2025-01-26,1978,3.78,11.02,6.58,1,2025
M04402,CAMPAGNE SAISON 344,Facebook,5898.19,2024-05-11,2024-05-24,1918,1.01,62.69,3.08,5,2024
M04403,CAMPAGNE PROMO 336,Google Ads,18689.16,2024-08-24,2024-09-06,299,11.51,29.6,62.51,8,2024
M04404,CAMPAGNE LANCEMENT 105,Tv,4876.36,2025-06-15,2025-06-21,1136,5.16,61.23,4.29,6,2025
M04405,CAMPAGNE SAISON 182,Facebook,17493.9,2024-12-22,2025-01-18,506,9.1,95.01,34.57,12,2024
M04406,CAMPAGNE BLACKFRIDAY 191,Email,10404.8,2025-05-30,2025-06-09,124,0.61,-15.27,83.91,5,2025
M04407,CAMPAGNE SAISON 77,Facebook,4867.11,2024-08-03,2024-08-09,1643,7.29,115.45,2.96,8,2024
M04408,CAMPAGNE BLACKFRIDAY 386,Tv,8573.57,2025-03-25,2025-04-16,1311,1.32,23.4,6.54,3,2025
M04409,CAMPAGNE PROMO 495,Instagram,8118.87,2024-03-13,2024-03-21,504,8.86,20.7,16.11,3,2024
M04410,CAMPAGNE LANCEMENT 26,Google Ads,14206.17,2024-12-28,2025-01-11,281,7.02,33.27,50.56,12,2024
M04411,CAMPAGNE FIDÉLITÉ 237,Radio,3949.28,2024-08-02,2024-08-26,1438,7.47,5.54,2.75,8,2024
M04412,CAMPAGNE FIDÉLITÉ 158,Instagram,16930.72,2024-02-25,2024-03-01,965,9.93,34.39,17.54,2,2024
M04413,CAMPAGNE PROMO 280,Tv,8542.63,2024-03-08,2024-03-22,219,4.14,144.82,39.01,3,2024
M04414,CAMPAGNE SAISON 473,Radio,19315.11,2024-10-01,2024-10-28,1768,4.06,18.11,10.92,10,2024
M04415,CAMPAGNE LANCEMENT 163,Instagram,2668.58,2024-09-20,2024-10-04,705,11.6,118.97,3.79,9,2024
M04416,CAMPAGNE LANCEMENT 390,Email,19872.62,2025-08-26,2025-09-08,1719,9.35,62.56,11.56,8,2025
M04417,CAMPAGNE FIDÉLITÉ 281,Instagram,12066.74,2024-11-08,2024-11-14,1501,2.6,84.12,8.04,11,2024
M04418,CAMPAGNE PROMO 427,Tiktok,8890.59,2025-03-30,2025-04-06,553,8.68,48.01,16.08,3,2025
M04419,CAMPAGNE LANCEMENT 442,Facebook,2783.64,2024-11-14,2024-11-23,683,9.09,-15.14,4.08,11,2024
M04420,CAMPAGNE BLACKFRIDAY 47,Email,4554.35,2024-09-24,2024-10-11,426,4.64,86.82,10.69,9,2024
M04421,CAMPAGNE INFLUENCE 2,Tiktok,1123.38,2024-12-28,2025-01-15,1167,9.86,50.02,0.96,12,2024
M04422,CAMPAGNE PROMO 431,Tiktok,2465.54,2024-04-11,2024-04-19,1750,9.65,41.41,1.41,4,2024
M04423,CAMPAGNE PROMO 81,Radio,7479.21,2024-11-20,2024-11-28,1117,8.77,54.58,6.7,11,2024
M04424,CAMPAGNE INFLUENCE 43,Google Ads,19302.39,2024-03-11,2024-03-26,624,10.48,22.48,30.93,3,2024
M04425,CAMPAGNE INFLUENCE 304,Instagram,6484.76,2024-04-27,2024-05-05,1031,4.5,88.08,6.29,4,2024
M04426,CAMPAGNE SAISON 77,Email,16181.34,2025-06-16,2025-06-21,1886,5.76,37.52,8.58,6,2025
M04427,CAMPAGNE LANCEMENT 270,Google Ads,19472.85,2024-02-05,2024-02-12,1496,6.7,105.31,13.02,2,2024
M04428,CAMPAGNE FIDÉLITÉ 78,Google Ads,8364.11,2025-06-04,2025-06-27,60,1.93,51.2,139.4,6,2025
M04429,CAMPAGNE INFLUENCE 398,Email,2152.79,2024-12-12,2024-12-29,166,3.58,127.66,12.97,12,2024
M04430,CAMPAGNE SAISON 136,Tiktok,16575.56,2024-09-15,2024-09-25,661,9.82,59.98,25.08,9,2024
M04431,CAMPAGNE SAISON 81,Radio,7872.98,2024-07-30,2024-08-12,1025,10.05,50.73,7.68,7,2024
M04432,CAMPAGNE FIDÉLITÉ 218,Instagram,4992.99,2025-07-30,2025-08-04,1010,8.75,97.97,4.94,7,2025
M04433,CAMPAGNE PROMO 97,Email,546.77,2024-05-01,2024-05-12,1796,6.43,-4.99,0.3,5,2024
M04434,CAMPAGNE SAISON 240,Facebook,4472.76,2025-01-26,2025-02-03,1500,7.32,11.13,2.98,1,2025
M04435,CAMPAGNE INFLUENCE 64,Facebook,16528.55,2025-04-11,2025-04-17,1377,9.18,63.99,12.0,4,2025
M04436,CAMPAGNE INFLUENCE 63,Google Ads,15605.51,2025-04-23,2025-05-10,1381,10.82,63.6,11.3,4,2025
M04437,CAMPAGNE LANCEMENT 390,Google Ads,8177.2,2025-03-08,2025-03-23,753,2.51,65.36,10.86,3,2025
M04438,CAMPAGNE PROMO 392,Facebook,4266.75,2024-08-23,2024-09-09,213,5.43,107.41,20.03,8,2024
M04439,CAMPAGNE FIDÉLITÉ 492,Tiktok,11284.07,2024-01-25,2024-02-10,1191,7.44,110.01,9.47,1,2024
M04440,CAMPAGNE SAISON 163,Facebook,17692.49,2025-01-07,2025-01-19,812,1.96,6.27,21.79,1,2025
M04441,CAMPAGNE BLACKFRIDAY 293,Instagram,5349.71,2024-01-27,2024-02-09,574,9.14,86.54,9.32,1,2024
M04442,CAMPAGNE LANCEMENT 149,Google Ads,6809.33,2024-03-22,2024-04-04,31,5.53,-13.07,219.66,3,2024
M04443,CAMPAGNE PROMO 448,Radio,8230.68,2025-03-17,2025-04-01,1996,11.89,121.98,4.12,3,2025
M04444,CAMPAGNE SAISON 1,Facebook,654.96,2025-01-16,2025-01-21,1652,3.99,68.53,0.4,1,2025
M04445,CAMPAGNE LANCEMENT 152,Facebook,1789.27,2025-01-15,2025-01-24,817,6.94,57.71,2.19,1,2025
M04446,CAMPAGNE LANCEMENT 220,Tv,1799.11,2024-10-18,2024-10-26,1132,11.68,-9.17,1.59,10,2024
M04447,CAMPAGNE PROMO 45,Tv,13690.56,2025-07-21,2025-07-28,263,4.28,29.57,52.06,7,2025
M04448,CAMPAGNE BLACKFRIDAY 151,Tv,7077.38,2025-06-29,2025-07-04,947,8.42,14.12,7.47,6,2025
M04449,CAMPAGNE BLACKFRIDAY 57,Tiktok,5305.67,2025-03-11,2025-04-10,1064,5.83,4.92,4.99,3,2025
M04450,CAMPAGNE SAISON 88,Email,19972.19,2024-04-13,2024-04-29,885,6.15,110.73,22.57,4,2024
M04451,CAMPAGNE BLACKFRIDAY 164,Google Ads,9750.08,2024-04-22,2024-05-02,307,3.37,2.01,31.76,4,2024
M04452,CAMPAGNE BLACKFRIDAY 349,Facebook,6991.12,2024-11-27,2024-12-14,1033,7.04,106.59,6.77,11,2024
M04453,CAMPAGNE FIDÉLITÉ 402,Email,5079.6,2025-07-04,2025-07-12,1309,3.43,139.02,3.88,7,2025
M04454,CAMPAGNE LANCEMENT 225,Facebook,3687.29,2024-09-06,2024-09-22,1294,9.61,27.31,2.85,9,2024
M04455,CAMPAGNE PROMO 381,Tiktok,13489.19,2025-08-19,2025-09-08,447,6.31,96.43,30.18,8,2025
M04456,CAMPAGNE LANCEMENT 415,Tiktok,2590.94,2024-01-13,2024-01-20,540,7.82,80.74,4.8,1,2024
M04457,CAMPAGNE FIDÉLITÉ 25,Instagram,11270.9,2024-06-22,2024-07-08,1007,10.93,36.03,11.19,6,2024
M04458,CAMPAGNE SAISON 103,Instagram,7069.56,2025-03-03,2025-03-09,1850,3.34,110.23,3.82,3,2025
M04459,CAMPAGNE BLACKFRIDAY 236,Facebook,4195.92,2024-08-22,2024-09-03,1574,10.79,122.63,2.67,8,2024
M04460,CAMPAGNE BLACKFRIDAY 63,Tiktok,8793.95,2025-02-08,2025-02-24,657,3.49,125.5,13.39,2,2025
M04461,CAMPAGNE BLACKFRIDAY 58,Tiktok,15780.0,2025-03-16,2025-04-11,426,3.22,-1.68,37.04,3,2025
M04462,CAMPAGNE SAISON 20,Instagram,4682.09,2024-03-22,2024-04-14,1406,1.94,71.91,3.33,3,2024
M04463,CAMPAGNE LANCEMENT 348,Email,7744.47,2025-07-06,2025-08-04,1129,4.21,83.02,6.86,7,2025
M04464,CAMPAGNE SAISON 218,Tiktok,8034.89,2024-05-04,2024-05-30,97,6.07,-2.12,82.83,5,2024
M04465,CAMPAGNE PROMO 320,Radio,4851.68,2024-12-28,2025-01-26,224,8.04,63.94,21.66,12,2024
M04466,CAMPAGNE INFLUENCE 226,Tv,18207.96,2025-09-01,2025-09-28,1149,6.99,69.65,15.85,9,2025
M04467,CAMPAGNE SAISON 195,Google Ads,1064.26,2024-03-08,2024-03-14,1535,5.21,55.01,0.69,3,2024
M04468,CAMPAGNE SAISON 402,Radio,8632.61,2024-09-06,2024-10-05,549,6.33,76.58,15.72,9,2024
M04469,CAMPAGNE SAISON 442,Email,16114.83,2024-06-08,2024-06-19,1434,1.31,43.16,11.24,6,2024
M04470,CAMPAGNE PROMO 88,Tv,8611.56,2024-08-12,2024-09-03,1689,4.49,81.99,5.1,8,2024
M04471,CAMPAGNE SAISON 383,Tiktok,14485.44,2025-03-15,2025-04-10,383,3.41,9.23,37.82,3,2025
M04472,CAMPAGNE FIDÉLITÉ 145,Email,1092.58,2024-01-27,2024-02-13,1036,10.54,127.76,1.05,1,2024
M04473,CAMPAGNE LANCEMENT 269,Tiktok,10268.82,2025-02-02,2025-02-14,1347,10.99,78.73,7.62,2,2025
M04474,CAMPAGNE BLACKFRIDAY 289,Tiktok,10658.33,2024-11-21,2024-12-01,1563,10.44,64.13,6.82,11,2024
M04475,CAMPAGNE PROMO 314,Instagram,13975.63,2025-06-04,2025-06-25,173,2.83,109.58,80.78,6,2025
M04476,CAMPAGNE SAISON 366,Radio,12265.73,2025-05-02,2025-05-08,1470,6.09,43.87,8.34,5,2025
M04477,CAMPAGNE PROMO 74,Tiktok,18413.32,2025-07-06,2025-07-26,1984,7.9,79.55,9.28,7,2025
M04478,CAMPAGNE INFLUENCE 127,Email,16445.68,2025-05-29,2025-06-17,876,6.93,96.45,18.77,5,2025
M04479,CAMPAGNE INFLUENCE 85,Tiktok,2060.34,2025-06-10,2025-07-05,1886,8.88,-3.96,1.09,6,2025
M04480,CAMPAGNE SAISON 125,Email,15748.9,2024-02-21,2024-03-06,1887,6.61,116.67,8.35,2,2024
M04481,CAMPAGNE FIDÉLITÉ 16,Google Ads,10331.91,2024-09-29,2024-10-14,867,4.47,56.59,11.92,9,2024
M04482,CAMPAGNE PROMO 14,Tiktok,13843.71,2025-05-25,2025-06-16,756,5.89,4.69,18.31,5,2025
M04483,CAMPAGNE SAISON 447,Tiktok,7341.34,2025-05-11,2025-05-20,969,2.24,24.97,7.58,5,2025
M04484,CAMPAGNE FIDÉLITÉ 157,Tv,16177.55,2024-07-29,2024-08-28,920,5.25,115.65,17.58,7,2024
M04485,CAMPAGNE INFLUENCE 295,Email,18769.79,2024-02-23,2024-03-05,910,2.04,31.54,20.63,2,2024
M04486,CAMPAGNE FIDÉLITÉ 254,Tv,17686.14,2025-04-03,2025-04-11,659,9.2,146.2,26.84,4,2025
M04487,CAMPAGNE INFLUENCE 122,Email,17465.36,2024-10-14,2024-10-20,856,6.06,142.6,20.4,10,2024
M04488,CAMPAGNE FIDÉLITÉ 41,Tv,10027.39,2025-02-20,2025-03-12,604,0.52,60.72,16.6,2,2025
M04489,CAMPAGNE LANCEMENT 69,Tv,17790.92,2025-08-15,2025-09-14,864,6.55,75.58,20.59,8,2025
M04490,CAMPAGNE FIDÉLITÉ 399,Facebook,11475.78,2024-03-17,2024-03-22,1828,11.76,64.48,6.28,3,2024
M04491,CAMPAGNE SAISON 399,Tv,7534.31,2025-04-09,2025-05-01,1652,8.45,95.76,4.56,4,2025
M04492,CAMPAGNE PROMO 403,Tv,13742.05,2024-06-28,2024-07-11,369,11.12,73.8,37.24,6,2024
M04493,CAMPAGNE LANCEMENT 394,Email,4390.34,2024-07-13,2024-07-28,749,8.52,17.07,5.86,7,2024
M04494,CAMPAGNE PROMO 351,Radio,3719.62,2024-01-14,2024-02-10,431,4.78,-6.5,8.63,1,2024
M04495,CAMPAGNE SAISON 431,Radio,18960.88,2024-06-20,2024-07-04,864,2.78,-19.31,21.95,6,2024
M04496,CAMPAGNE BLACKFRIDAY 301,Instagram,14412.45,2024-10-01,2024-10-07,1554,6.17,26.72,9.27,10,2024
M04497,CAMPAGNE PROMO 472,Tv,11379.13,2024-10-02,2024-10-19,991,7.71,38.6,11.48,10,2024
M04498,CAMPAGNE LANCEMENT 159,Instagram,12040.68,2024-05-21,2024-06-10,1340,9.52,24.37,8.99,5,2024
M04499,CAMPAGNE PROMO 48,Tv,16931.03,2024-08-26,2024-09-04,1440,5.53,34.51,11.76,8,2024
M04500,CAMPAGNE INFLUENCE 120,Tv,15888.0,2024-04-19,2024-04-30,539,2.65,68.06,29.48,4,2024
M04501,CAMPAGNE LANCEMENT 120,Tv,17038.42,2024-10-10,2024-10-15,1084,10.93,47.32,15.72,10,2024
M04502,CAMPAGNE BLACKFRIDAY 89,Tiktok,12602.66,2024-10-01,2024-10-25,510,7.41,-12.67,24.71,10,2024
M04503,CAMPAGNE INFLUENCE 423,Tiktok,15114.46,2024-06-18,2024-07-05,805,8.73,78.25,18.78,6,2024
M04504,CAMPAGNE LANCEMENT 470,Facebook,949.61,2024-11-17,2024-12-14,71,9.78,75.52,13.37,11,2024
M04505,CAMPAGNE SAISON 141,Radio,19995.47,2024-09-23,2024-10-11,1512,0.98,49.72,13.22,9,2024
M04506,CAMPAGNE BLACKFRIDAY 310,Tv,12123.1,2025-02-25,2025-03-04,1053,8.15,25.31,11.51,2,2025
M04507,CAMPAGNE BLACKFRIDAY 205,Email,18463.1,2024-11-02,2024-11-27,757,7.25,78.96,24.39,11,2024
M04508,CAMPAGNE SAISON 499,Radio,16674.27,2024-06-19,2024-07-10,177,11.23,89.88,94.2,6,2024
M04509,CAMPAGNE LANCEMENT 464,Instagram,8756.7,2024-08-02,2024-08-16,571,5.68,49.26,15.34,8,2024
M04510,CAMPAGNE INFLUENCE 431,Radio,1492.44,2024-09-09,2024-10-08,129,11.36,145.48,11.57,9,2024
M04511,CAMPAGNE BLACKFRIDAY 167,Tiktok,8663.19,2024-12-13,2024-12-24,198,1.45,32.73,43.75,12,2024
M04512,CAMPAGNE FIDÉLITÉ 286,Facebook,4534.02,2024-02-13,2024-02-27,1924,3.72,92.79,2.36,2,2024
