ds,montant,is_depense,is_revenu
2024-11-24,89798.01,1,0
2024-11-24,287527.51,0,1
2024-11-24,249297.71,0,1
2024-11-24,195840.59,1,0
2024-11-24,86723.5,1,0
2024-11-24,160690.5,1,0
2024-11-24,134360.45,1,0
2024-11-24,265030.14,0,1
2024-11-25,4466.34,1,0
2024-11-25,179383.44,0,1
2024-11-25,171037.21,1,0
2024-11-25,82580.67,0,1
2024-11-25,127484.72,1,0
2024-11-25,413297.1,0,1
2024-11-25,177933.88,1,0
2024-11-25,159368.85,0,1
2024-11-25,415562.72,0,1
2024-11-25,453676.28,0,1
2024-11-25,354130.28,0,1
2024-11-25,211542.51,0,1
2024-11-25,79755.66,0,1
2024-11-26,217791.09,0,1
2024-11-26,319171.17,0,1
2024-11-26,45428.27,1,0
2024-11-26,84020.39,0,1
2024-11-26,55844.71,1,0
2024-11-26,179432.28,0,1
2024-11-26,192167.99,1,0
2024-11-26,359601.41,0,1
2024-11-26,130908.53,1,0
2024-11-26,155783.5,1,0
2024-11-26,104353.5,1,0
2024-11-26,485541.63,0,1
2024-11-26,7778.26,1,0
2024-11-26,152425.81,1,0
2024-11-27,94424.75,1,0
2024-11-27,305211.06,0,1
2024-11-27,176492.13,1,0
2024-11-27,174687.28,1,0
2024-11-27,277267.93,0,1
2024-11-27,64273.29,1,0
2024-11-27,270441.59,0,1
2024-11-27,267573.19,0,1
2024-11-27,354764.6,0,1
2024-11-27,115699.43,0,1
2024-11-27,418740.79,0,1
2024-11-27,20058.47,0,1
2024-11-27,56897.52,1,0
2024-11-27,14882.24,1,0
2024-11-27,127642.13,1,0
2024-11-28,127065.15,1,0
2024-11-28,115456.32,1,0
2024-11-28,322196.96,0,1
2024-11-28,479613.36,0,1
2024-11-28,66491.54,0,1
2024-11-28,422494.66,0,1
2024-11-28,22104.16,0,1
2024-11-28,45607.73,0,1
2024-11-28,70341.62,0,1
2024-11-28,148054.45,1,0
2024-11-28,442085.38,0,1
2024-11-28,259432.16,0,1
2024-11-28,150649.22,1,0
2024-11-28,124054.0,0,1
2024-11-28,9012.77,0,1
2024-11-28,237251.32,0,1
2024-11-28,126098.21,1,0
2024-11-29,194276.26,0,1
2024-11-29,71177.12,0,1
2024-11-29,91647.79,1,0
2024-11-29,30798.91,0,1
2024-11-29,113743.5,1,0
2024-11-29,374206.71,0,1
2024-11-29,337089.68,0,1
2024-11-29,340197.95,0,1
2024-11-29,231126.11,0,1
2024-11-29,100999.0,0,1
2024-11-29,176654.38,0,1
2024-11-29,78014.83,1,0
2024-11-29,176994.56,1,0
2024-11-29,172266.24,1,0
2024-11-29,111751.71,1,0
2024-11-30,162133.45,0,1
2024-11-30,333442.1,0,1
2024-11-30,38320.12,0,1
2024-11-30,170103.03,0,1
2024-11-30,320611.95,0,1
2024-11-30,137821.29,1,0
2024-11-30,346437.22,0,1
2024-11-30,378336.81,0,1
2024-12-01,169441.39,1,0
2024-12-01,54559.66,0,1
2024-12-01,120735.66,1,0
2024-12-01,11578.53,1,0
2024-12-01,417143.29,0,1
2024-12-01,436210.6,0,1
2024-12-01,31417.98,1,0
2024-12-01,61110.65,0,1
2024-12-01,85100.02,1,0
2024-12-01,20019.02,0,1
2024-12-01,121513.01,0,1
2024-12-01,492499.31,0,1
2024-12-01,197347.78,1,0
2024-12-01,120812.19,0,1
2024-12-01,334629.87,0,1
2024-12-01,81883.49,0,1
2024-12-01,414654.71,0,1
2024-12-01,14747.2,1,0
2024-12-01,3066.19,0,1
2024-12-01,286514.66,0,1
2024-12-02,47238.91,1,0
2024-12-02,189469.43,0,1
2024-12-02,160266.06,0,1
2024-12-02,455686.06,0,1
2024-12-02,134472.35,1,0
2024-12-02,262924.95,0,1
2024-12-02,443768.3,0,1
2024-12-02,164433.66,1,0
2024-12-02,117480.82,1,0
2024-12-02,64946.35,1,0
2024-12-02,171110.33,1,0
2024-12-02,292669.21,0,1
2024-12-02,178150.71,0,1
2024-12-03,340021.52,0,1
2024-12-03,31131.79,1,0
2024-12-03,157226.62,1,0
2024-12-03,183499.02,1,0
2024-12-03,66692.24,0,1
2024-12-03,377326.11,0,1
2024-12-03,450061.64,0,1
2024-12-03,412512.88,0,1
2024-12-03,25084.9,1,0
2024-12-03,211075.03,0,1
2024-12-03,88810.88,1,0
2024-12-03,158536.52,0,1
2024-12-03,162949.02,1,0
2024-12-04,129117.05,1,0
2024-12-04,52175.3,0,1
2024-12-04,456382.97,0,1
2024-12-04,205676.1,0,1
2024-12-04,81430.59,1,0
2024-12-04,247819.1,0,1
2024-12-04,111161.65,1,0
2024-12-04,49508.85,1,0
2024-12-04,15796.32,0,1
2024-12-04,358888.39,0,1
2024-12-04,119691.68,1,0
2024-12-04,152157.56,1,0
2024-12-05,331860.58,0,1
2024-12-05,23274.14,1,0
2024-12-05,399822.99,0,1
2024-12-05,37503.99,0,1
2024-12-05,214774.0,0,1
2024-12-05,205427.24,0,1
2024-12-05,484176.53,0,1
2024-12-05,56482.87,1,0
2024-12-05,55543.72,1,0
2024-12-05,255018.36,0,1
2024-12-05,496118.88,0,1
2024-12-05,459110.66,0,1
2024-12-05,16166.92,1,0
2024-12-05,385269.27,0,1
2024-12-05,246185.64,0,1
2024-12-05,139690.11,1,0
2024-12-05,366069.99,0,1
2024-12-06,33671.46,0,1
2024-12-06,176887.19,1,0
2024-12-06,160208.46,0,1
2024-12-06,459021.08,0,1
2024-12-06,132293.76,0,1
2024-12-06,146030.82,1,0
2024-12-06,289886.39,0,1
2024-12-06,61209.67,1,0
2024-12-06,152462.93,1,0
2024-12-06,49424.04,0,1
2024-12-06,349083.51,0,1
2024-12-06,46390.84,1,0
2024-12-06,126144.63,0,1
2024-12-06,425363.73,0,1
2024-12-07,54499.93,1,0
2024-12-07,63145.77,1,0
2024-12-07,10329.09,0,1
2024-12-07,316921.15,0,1
2024-12-07,153105.34,1,0
2024-12-07,109223.3,1,0
2024-12-07,41720.24,1,0
2024-12-07,107659.99,1,0
2024-12-07,126440.71,1,0
2024-12-07,148841.62,1,0
2024-12-07,60516.94,0,1
2024-12-07,170538.53,1,0
2024-12-07,132883.74,0,1
2024-12-07,395227.78,0,1
2024-12-07,426086.59,0,1
2024-12-07,83081.44,1,0
2024-12-08,463552.35,0,1
2024-12-08,315387.08,0,1
2024-12-08,376870.3,0,1
2024-12-08,492140.68,0,1
2024-12-08,6829.06,1,0
2024-12-08,496012.03,0,1
2024-12-08,102406.23,1,0
2024-12-08,237053.85,0,1
2024-12-08,104432.61,1,0
2024-12-08,110691.51,1,0
2024-12-08,396823.17,0,1
2024-12-08,321614.66,0,1
2024-12-09,237448.0,0,1
2024-12-09,111914.15,1,0
2024-12-09,220681.6,0,1
2024-12-09,162280.64,1,0
2024-12-09,158690.86,0,1
2024-12-09,73582.28,1,0
2024-12-09,332597.09,0,1
2024-12-09,58755.58,0,1
2024-12-09,115117.05,1,0
2024-12-09,11798.78,1,0
2024-12-10,137048.99,1,0
2024-12-10,323292.14,0,1
2024-12-10,460046.75,0,1
2024-12-10,82740.91,1,0
2024-12-10,464891.34,0,1
2024-12-10,103090.5,1,0
2024-12-10,8261.78,0,1
2024-12-10,6308.87,1,0
2024-12-10,44111.87,1,0
2024-12-10,260060.56,0,1
2024-12-10,68524.73,0,1
2024-12-10,119544.55,1,0
2024-12-10,492554.73,0,1
2024-12-10,308781.04,0,1
2024-12-10,257600.77,0,1
2024-12-10,178564.22,1,0
2024-12-10,2494.61,1,0
2024-12-10,4027.52,0,1
2024-12-10,88657.47,0,1
2024-12-11,472357.45,0,1
2024-12-11,370186.77,0,1
2024-12-11,95933.67,1,0
2024-12-11,180628.56,0,1
2024-12-11,108473.81,1,0
2024-12-11,65939.94,0,1
2024-12-11,189325.61,1,0
2024-12-11,156882.92,1,0
2024-12-11,115510.65,0,1
2024-12-11,121533.23,0,1
2024-12-11,44339.95,1,0
2024-12-11,203945.92,0,1
2024-12-11,396375.52,0,1
2024-12-11,35293.98,1,0
2024-12-11,174896.5,0,1
2024-12-11,421558.86,0,1
2024-12-11,283839.91,0,1
2024-12-12,173878.9,1,0
2024-12-12,61162.45,1,0
2024-12-12,24376.01,0,1
2024-12-12,82269.21,1,0
2024-12-12,35264.03,1,0
2024-12-12,124701.7,1,0
2024-12-12,36238.66,1,0
2024-12-12,156048.9,1,0
2024-12-12,194137.41,1,0
2024-12-12,35614.69,1,0
2024-12-12,21758.05,1,0
2024-12-12,157012.9,1,0
2024-12-12,449639.04,0,1
2024-12-12,133249.85,1,0
2024-12-12,194078.28,1,0
2024-12-12,120616.68,0,1
2024-12-12,51620.86,1,0
2024-12-12,341041.89,0,1
2024-12-12,93851.49,1,0
2024-12-12,437322.29,0,1
2024-12-12,23067.26,1,0
2024-12-12,26189.9,1,0
2024-12-12,26215.57,0,1
2024-12-13,35437.79,1,0
2024-12-13,53602.35,0,1
2024-12-13,494990.12,0,1
2024-12-13,425793.94,0,1
2024-12-13,42476.61,1,0
2024-12-13,287836.34,0,1
2024-12-13,216316.33,0,1
2024-12-13,39086.88,1,0
2024-12-13,36905.67,1,0
2024-12-13,63627.7,1,0
2024-12-13,336722.18,0,1
2024-12-13,255843.07,0,1
2024-12-13,41627.71,0,1
2024-12-13,134710.15,1,0
2024-12-13,481041.73,0,1
2024-12-13,52665.09,1,0
2024-12-13,463246.92,0,1
2024-12-14,132887.37,1,0
2024-12-14,426353.43,0,1
2024-12-14,168773.03,1,0
2024-12-14,495947.14,0,1
2024-12-14,64880.23,1,0
2024-12-14,160004.52,1,0
2024-12-14,3335.04,0,1
2024-12-14,150852.5,0,1
2024-12-14,96041.94,1,0
2024-12-14,296785.49,0,1
2024-12-14,160742.55,0,1
2024-12-14,51334.66,0,1
2024-12-14,152131.25,1,0
2024-12-14,49973.71,1,0
2024-12-14,198566.49,1,0
2024-12-14,241154.29,0,1
2024-12-14,195006.89,0,1
2024-12-14,190950.34,1,0
2024-12-15,198117.87,1,0
2024-12-15,2576.86,0,1
2024-12-15,25469.66,1,0
2024-12-15,255751.37,0,1
2024-12-15,237851.14,0,1
2024-12-15,57985.75,1,0
2024-12-15,82289.93,1,0
2024-12-15,161833.56,1,0
2024-12-15,23123.71,0,1
2024-12-15,11683.17,1,0
2024-12-15,56672.01,1,0
2024-12-16,300620.36,0,1
2024-12-16,62105.38,0,1
2024-12-16,2367.64,1,0
2024-12-16,110592.0,1,0
2024-12-16,470255.32,0,1
2024-12-16,120545.64,1,0
2024-12-16,159361.12,1,0
2024-12-16,56770.96,1,0
2024-12-16,450193.64,0,1
2024-12-16,170353.74,1,0
2024-12-16,48284.51,0,1
2024-12-16,49212.93,1,0
2024-12-16,28650.69,0,1
2024-12-16,42993.5,1,0
2024-12-16,50518.84,1,0
2024-12-16,41839.29,1,0
2024-12-16,39668.96,1,0
2024-12-16,433424.6,0,1
2024-12-17,300615.43,0,1
2024-12-17,159173.8,1,0
2024-12-17,197318.46,1,0
2024-12-17,5862.0,1,0
2024-12-17,196854.27,0,1
2024-12-17,444779.14,0,1
2024-12-17,142291.33,0,1
2024-12-17,71547.02,1,0
2024-12-17,83652.98,1,0
2024-12-17,128914.14,1,0
2024-12-17,115006.54,1,0
2024-12-17,376842.46,0,1
2024-12-17,89469.69,0,1
2024-12-17,227362.09,0,1
2024-12-17,266899.18,0,1
2024-12-17,195696.28,1,0
2024-12-17,140495.62,0,1
2024-12-17,78672.77,1,0
2024-12-17,85346.12,1,0
2024-12-17,144306.69,1,0
2024-12-18,51592.45,1,0
2024-12-18,92916.85,1,0
2024-12-18,31452.83,0,1
2024-12-18,479120.0,0,1
2024-12-18,165514.15,0,1
2024-12-18,44812.02,0,1
2024-12-18,401086.57,0,1
2024-12-18,216588.47,0,1
2024-12-18,184980.33,0,1
2024-12-18,358452.63,0,1
2024-12-18,26069.04,1,0
2024-12-18,20346.11,0,1
2024-12-18,21110.36,0,1
2024-12-18,403089.88,0,1
2024-12-18,356248.09,0,1
2024-12-18,396740.39,0,1
2024-12-18,143965.07,1,0
2024-12-18,63642.92,1,0
2024-12-19,54532.43,1,0
2024-12-19,33855.29,0,1
2024-12-19,99944.79,0,1
2024-12-19,155986.04,0,1
2024-12-19,264091.72,0,1
2024-12-19,182450.7,1,0
2024-12-19,24899.61,1,0
2024-12-19,10579.06,0,1
2024-12-19,440143.78,0,1
2024-12-19,76688.1,1,0
2024-12-19,194203.06,1,0
2024-12-19,77508.14,0,1
2024-12-19,181659.41,0,1
2024-12-19,148016.91,1,0
2024-12-19,23167.68,1,0
2024-12-20,84216.43,1,0
2024-12-20,30206.25,1,0
2024-12-20,156795.14,1,0
2024-12-20,47000.38,1,0
2024-12-20,44680.29,1,0
2024-12-20,154330.93,1,0
2024-12-20,79733.45,1,0
2024-12-20,195347.49,1,0
2024-12-20,81736.72,1,0
2024-12-21,13701.63,1,0
2024-12-21,52241.95,1,0
2024-12-21,131676.66,1,0
2024-12-21,270817.11,0,1
2024-12-21,294024.74,0,1
2024-12-21,153634.13,1,0
2024-12-21,302428.08,0,1
2024-12-21,142749.23,1,0
2024-12-21,367103.23,0,1
2024-12-21,350278.19,0,1
2024-12-21,172585.43,1,0
2024-12-21,185348.86,1,0
2024-12-22,30851.37,0,1
2024-12-22,38370.19,1,0
2024-12-22,124636.27,1,0
2024-12-22,197526.82,0,1
2024-12-22,164667.19,1,0
2024-12-22,140115.82,1,0
2024-12-22,92779.24,0,1
2024-12-22,9559.35,1,0
2024-12-22,286718.2,0,1
2024-12-22,234553.48,0,1
2024-12-22,249686.72,0,1
2024-12-22,80154.9,1,0
2024-12-22,162825.22,1,0
2024-12-22,16533.6,1,0
2024-12-22,54360.86,1,0
2024-12-22,32786.32,1,0
2024-12-22,10390.38,0,1
2024-12-23,101455.25,1,0
2024-12-23,336477.12,0,1
2024-12-23,259977.25,0,1
2024-12-23,141710.24,1,0
2024-12-23,308573.92,0,1
2024-12-23,406501.4,0,1
2024-12-23,186307.32,1,0
2024-12-23,131229.05,1,0
2024-12-23,110449.13,1,0
2024-12-23,124603.26,1,0
2024-12-23,101585.02,1,0
2024-12-23,477874.42,0,1
2024-12-23,220446.07,0,1
2024-12-24,104686.13,1,0
2024-12-24,70509.77,0,1
2024-12-24,143813.96,1,0
2024-12-24,55609.65,0,1
2024-12-24,176381.24,1,0
2024-12-24,59792.26,1,0
2024-12-24,133762.37,1,0
2024-12-24,379500.99,0,1
2024-12-24,158013.64,0,1
2024-12-24,131564.35,0,1
2024-12-24,92427.11,1,0
2024-12-24,2722.29,0,1
2024-12-24,403665.23,0,1
2024-12-25,38333.23,1,0
2024-12-25,377961.08,0,1
2024-12-25,21219.87,0,1
2024-12-25,237099.61,0,1
2024-12-25,35557.33,1,0
2024-12-25,66761.92,0,1
2024-12-25,95695.45,0,1
2024-12-25,1030.64,1,0
2024-12-25,32447.44,1,0
2024-12-25,258248.33,0,1
2024-12-25,94849.59,0,1
2024-12-25,44323.77,1,0
2024-12-25,212474.24,0,1
2024-12-25,260915.44,0,1
2024-12-25,93836.47,1,0
2024-12-25,159092.69,1,0
2024-12-25,23438.65,1,0
2024-12-26,33932.25,1,0
2024-12-26,66555.97,0,1
2024-12-26,45135.51,1,0
2024-12-26,167790.6,0,1
2024-12-26,155496.54,0,1
2024-12-26,355423.53,0,1
2024-12-26,47066.89,1,0
2024-12-26,33231.22,1,0
2024-12-26,267772.03,0,1
2024-12-26,140980.94,1,0
2024-12-26,33175.49,1,0
2024-12-26,401866.06,0,1
2024-12-26,43546.85,0,1
2024-12-26,138380.18,0,1
2024-12-27,170177.05,1,0
2024-12-27,449193.05,0,1
2024-12-27,352365.96,0,1
2024-12-27,390685.5,0,1
2024-12-27,28821.77,0,1
2024-12-27,105992.65,1,0
2024-12-27,159323.52,1,0
2024-12-27,62609.32,0,1
2024-12-27,14457.65,1,0
2024-12-27,177838.16,1,0
2024-12-27,301004.82,0,1
2024-12-27,137320.18,1,0
2024-12-27,158317.65,0,1
2024-12-27,26386.26,1,0
2024-12-27,386135.17,0,1
2024-12-27,185331.33,0,1
2024-12-28,156608.56,1,0
2024-12-28,96556.83,1,0
2024-12-28,218001.3,0,1
2024-12-28,35192.62,1,0
2024-12-28,70501.85,0,1
2024-12-28,143111.83,1,0
2024-12-28,162990.09,1,0
2024-12-28,85167.99,1,0
2024-12-28,43650.72,0,1
2024-12-28,34398.65,1,0
2024-12-28,303650.66,0,1
2024-12-28,151322.05,1,0
2024-12-28,420390.01,0,1
2024-12-28,287078.47,0,1
2024-12-28,429904.36,0,1
2024-12-28,66585.82,1,0
2024-12-28,96533.22,0,1
2024-12-28,408602.04,0,1
2024-12-28,149169.76,1,0
2024-12-29,46012.26,0,1
2024-12-29,65734.71,1,0
2024-12-29,130718.61,1,0
2024-12-29,23102.34,1,0
2024-12-29,344623.97,0,1
2024-12-29,160015.17,1,0
2024-12-29,75414.66,1,0
2024-12-29,229559.95,0,1
2024-12-29,193602.69,1,0
2024-12-29,62766.49,1,0
2024-12-29,287075.12,0,1
2024-12-29,75296.66,1,0
2024-12-29,97558.24,1,0
2024-12-29,189051.94,0,1
2024-12-29,239187.02,0,1
2024-12-30,265859.78,0,1
2024-12-30,300300.82,0,1
2024-12-30,491042.77,0,1
2024-12-30,480617.24,0,1
2024-12-30,150178.12,0,1
2024-12-30,82927.46,1,0
2024-12-30,205325.87,0,1
2024-12-30,434140.1,0,1
2024-12-30,286085.74,0,1
2024-12-31,54126.79,1,0
2024-12-31,101162.08,0,1
2024-12-31,423428.13,0,1
2024-12-31,64802.98,1,0
2024-12-31,94598.44,1,0
2024-12-31,83877.53,0,1
2024-12-31,481665.16,0,1
2024-12-31,497280.13,0,1
2024-12-31,364630.71,0,1
2024-12-31,431207.17,0,1
2025-01-01,300487.38,0,1
2025-01-01,98361.25,1,0
2025-01-01,493223.37,0,1
2025-01-01,421333.75,0,1
2025-01-01,4999.54,0,1
2025-01-01,49833.23,0,1
2025-01-01,40766.62,1,0
2025-01-01,53979.64,1,0
2025-01-01,458905.64,0,1
2025-01-01,50739.86,0,1
2025-01-01,372561.25,0,1
2025-01-01,462115.68,0,1
2025-01-01,15398.05,1,0
2025-01-01,190758.91,1,0
2025-01-01,40265.56,1,0
2025-01-01,126654.6,1,0
2025-01-01,265337.46,0,1
2025-01-02,178651.4,1,0
2025-01-02,306166.82,0,1
2025-01-02,14121.93,1,0
2025-01-02,317409.14,0,1
2025-01-02,316965.64,0,1
2025-01-02,270910.22,0,1
2025-01-02,54918.09,1,0
2025-01-02,113932.49,1,0
2025-01-02,473433.15,0,1
2025-01-02,168133.36,1,0
2025-01-02,97975.28,1,0
2025-01-03,73482.38,0,1
2025-01-03,102942.5,1,0
2025-01-03,15458.05,1,0
2025-01-03,397203.03,0,1
2025-01-03,488245.36,0,1
2025-01-03,206850.84,0,1
2025-01-03,168995.95,1,0
2025-01-03,30487.53,1,0
2025-01-03,475613.8,0,1
2025-01-04,61151.4,0,1
2025-01-04,24823.45,1,0
2025-01-04,118959.38,1,0
2025-01-04,65543.06,1,0
2025-01-04,171220.36,0,1
2025-01-04,318628.1,0,1
2025-01-04,120268.95,1,0
2025-01-04,120234.14,0,1
2025-01-04,111091.62,0,1
2025-01-04,135534.74,0,1
2025-01-04,356826.48,0,1
2025-01-04,188462.01,0,1
2025-01-04,102343.87,1,0
2025-01-04,162533.83,1,0
2025-01-04,148490.65,0,1
2025-01-05,409462.61,0,1
2025-01-05,181125.64,1,0
2025-01-05,108649.27,1,0
2025-01-05,157051.3,1,0
2025-01-05,105445.8,1,0
2025-01-05,456480.09,0,1
2025-01-05,8235.45,1,0
2025-01-05,484123.45,0,1
2025-01-05,59637.84,1,0
2025-01-05,138107.14,1,0
2025-01-05,160746.88,1,0
2025-01-05,95527.08,1,0
2025-01-05,34576.44,1,0
2025-01-05,187590.39,1,0
2025-01-06,29838.4,0,1
2025-01-06,119997.53,1,0
2025-01-06,92791.54,0,1
2025-01-06,356593.36,0,1
2025-01-06,267363.09,0,1
2025-01-06,167255.43,1,0
2025-01-06,203002.89,0,1
2025-01-06,103585.65,1,0
2025-01-06,41323.35,0,1
2025-01-06,478787.38,0,1
2025-01-06,250466.32,0,1
2025-01-06,108381.59,1,0
2025-01-07,69745.57,1,0
2025-01-07,18749.91,1,0
2025-01-07,73880.21,1,0
2025-01-07,6384.5,0,1
2025-01-07,179858.62,1,0
2025-01-07,250826.69,0,1
2025-01-07,143387.77,1,0
2025-01-07,55115.67,1,0
2025-01-07,475682.31,0,1
2025-01-07,290393.99,0,1
2025-01-07,82954.89,1,0
2025-01-08,76540.55,1,0
2025-01-08,68157.06,1,0
2025-01-08,128288.18,1,0
2025-01-08,57008.49,0,1
2025-01-08,235758.89,0,1
2025-01-08,332708.7,0,1
2025-01-08,183799.0,1,0
2025-01-08,135686.74,0,1
2025-01-08,495859.8,0,1
2025-01-08,47771.47,1,0
2025-01-08,20006.18,1,0
2025-01-08,34461.98,0,1
2025-01-08,6706.74,1,0
2025-01-08,146636.62,1,0
2025-01-08,271977.37,0,1
2025-01-08,191548.18,0,1
2025-01-09,121874.95,1,0
2025-01-09,183165.84,1,0
2025-01-09,8154.61,0,1
2025-01-09,140394.03,0,1
2025-01-09,251256.62,0,1
2025-01-09,388752.49,0,1
2025-01-09,110033.18,1,0
2025-01-09,482221.68,0,1
2025-01-09,138514.03,1,0
2025-01-09,257045.21,0,1
2025-01-09,67382.55,1,0
2025-01-09,121776.69,0,1
2025-01-09,447283.81,0,1
2025-01-09,15292.57,0,1
2025-01-09,86432.52,1,0
2025-01-09,300292.57,0,1
2025-01-09,335726.44,0,1
2025-01-09,80043.05,1,0
2025-01-10,473972.58,0,1
2025-01-10,198219.4,1,0
2025-01-10,430516.24,0,1
2025-01-10,122171.29,1,0
2025-01-10,161945.06,1,0
2025-01-10,47805.68,1,0
2025-01-10,36539.28,1,0
2025-01-10,290036.74,0,1
2025-01-10,189143.6,1,0
2025-01-10,24923.76,1,0
2025-01-10,52311.39,1,0
2025-01-10,62191.98,1,0
2025-01-10,77018.32,0,1
2025-01-10,67471.87,0,1
2025-01-10,222483.19,0,1
2025-01-10,161203.31,1,0
2025-01-11,150660.37,1,0
2025-01-11,424752.38,0,1
2025-01-11,86775.68,1,0
2025-01-11,128097.27,1,0
2025-01-11,421903.92,0,1
2025-01-11,93520.85,0,1
2025-01-11,27301.6,1,0
2025-01-11,111837.66,1,0
2025-01-11,100897.26,0,1
2025-01-11,128269.27,0,1
2025-01-11,129663.63,1,0
2025-01-12,150322.57,1,0
2025-01-12,263301.45,0,1
2025-01-12,7874.83,0,1
2025-01-12,161309.63,1,0
2025-01-12,128475.03,0,1
2025-01-12,331786.78,0,1
2025-01-12,182575.94,0,1
2025-01-13,46636.09,0,1
2025-01-13,135674.33,1,0
2025-01-13,219883.93,0,1
2025-01-13,475668.03,0,1
2025-01-13,109403.18,0,1
2025-01-13,54219.41,0,1
2025-01-13,335097.54,0,1
2025-01-13,160626.29,1,0
2025-01-13,131270.73,0,1
2025-01-13,86276.98,1,0
2025-01-13,41740.71,1,0
2025-01-13,206669.85,0,1
2025-01-13,474368.47,0,1
2025-01-13,242.38,0,1
2025-01-13,101602.54,0,1
2025-01-13,123689.14,1,0
2025-01-13,416237.07,0,1
2025-01-13,272545.85,0,1
2025-01-13,142415.57,0,1
2025-01-14,107150.2,0,1
2025-01-14,241651.94,0,1
2025-01-14,16594.4,1,0
2025-01-14,166151.5,1,0
2025-01-14,131423.65,1,0
2025-01-14,481848.32,0,1
2025-01-14,40466.32,0,1
2025-01-14,128350.33,1,0
2025-01-14,59050.69,1,0
2025-01-14,302009.17,0,1
2025-01-14,143298.92,1,0
2025-01-14,20488.75,1,0
2025-01-14,193972.3,1,0
2025-01-14,11548.88,1,0
2025-01-14,125451.39,1,0
2025-01-14,180034.27,1,0
2025-01-14,152617.3,1,0
2025-01-14,146904.06,0,1
2025-01-14,11903.23,0,1
2025-01-15,483313.68,0,1
2025-01-15,85439.41,0,1
2025-01-15,108894.81,0,1
2025-01-15,20481.23,1,0
2025-01-15,225599.17,0,1
2025-01-15,10421.84,1,0
2025-01-15,354727.91,0,1
2025-01-15,91076.93,0,1
2025-01-15,246780.56,0,1
2025-01-15,76421.49,0,1
2025-01-15,214837.36,0,1
2025-01-15,43630.35,1,0
2025-01-15,443351.48,0,1
2025-01-15,469097.68,0,1
2025-01-15,2967.42,0,1
2025-01-15,103195.86,1,0
2025-01-15,299077.36,0,1
2025-01-15,196681.27,1,0
2025-01-15,138480.97,1,0
2025-01-15,180084.49,1,0
2025-01-16,88430.19,0,1
2025-01-16,407801.95,0,1
2025-01-16,9066.74,1,0
2025-01-16,162190.51,1,0
2025-01-16,462465.69,0,1
2025-01-16,297496.61,0,1
2025-01-16,26020.92,0,1
2025-01-16,128608.83,1,0
2025-01-16,103387.99,1,0
2025-01-16,17746.87,1,0
2025-01-16,39499.89,1,0
2025-01-16,263269.54,0,1
2025-01-17,97020.52,0,1
2025-01-17,23574.43,0,1
2025-01-17,43237.05,1,0
2025-01-17,26254.21,1,0
2025-01-17,53311.48,0,1
2025-01-17,85027.11,1,0
2025-01-17,81295.19,1,0
2025-01-17,191054.18,1,0
2025-01-17,162777.39,0,1
2025-01-17,179235.29,1,0
2025-01-17,166134.14,0,1
2025-01-17,81943.72,1,0
2025-01-17,28272.1,1,0
2025-01-17,179701.47,0,1
2025-01-17,152829.42,1,0
2025-01-17,13433.37,1,0
2025-01-17,50269.76,1,0
2025-01-17,73389.29,1,0
2025-01-17,382988.68,0,1
2025-01-17,191071.26,1,0
2025-01-18,130854.15,1,0
2025-01-18,93834.01,0,1
2025-01-18,90321.27,0,1
2025-01-18,36831.26,1,0
2025-01-18,71174.99,0,1
2025-01-18,150834.32,0,1
2025-01-18,129348.45,1,0
2025-01-18,148754.6,1,0
2025-01-18,330249.75,0,1
2025-01-18,28495.12,0,1
2025-01-18,191664.96,0,1
2025-01-18,112876.58,1,0
2025-01-18,66944.11,1,0
2025-01-18,1001.11,0,1
2025-01-18,141127.4,1,0
2025-01-18,289558.3,0,1
2025-01-18,181688.56,0,1
2025-01-19,329064.99,0,1
2025-01-19,52038.03,0,1
2025-01-19,143135.49,1,0
2025-01-19,46873.95,1,0
2025-01-19,144229.98,1,0
2025-01-19,180365.86,1,0
2025-01-19,159394.01,1,0
2025-01-19,175526.13,1,0
2025-01-19,459105.37,0,1
2025-01-19,418915.26,0,1
2025-01-19,162237.91,0,1
2025-01-20,18042.19,1,0
2025-01-20,104127.66,0,1
2025-01-20,104979.62,1,0
2025-01-20,412903.34,0,1
2025-01-20,317414.81,0,1
2025-01-20,147608.05,0,1
2025-01-20,59143.96,1,0
2025-01-20,461044.97,0,1
2025-01-20,39419.24,0,1
2025-01-20,127926.82,1,0
2025-01-20,459793.22,0,1
2025-01-20,177880.24,1,0
2025-01-20,20049.88,1,0
2025-01-20,68954.99,1,0
2025-01-20,339333.56,0,1
2025-01-20,153449.64,0,1
2025-01-20,155370.49,1,0
2025-01-20,298450.86,0,1
2025-01-20,292743.42,0,1
2025-01-20,144870.41,0,1
2025-01-20,151257.62,1,0
2025-01-20,132720.11,1,0
2025-01-20,26597.73,1,0
2025-01-21,26763.46,1,0
2025-01-21,260615.61,0,1
2025-01-21,376584.64,0,1
2025-01-21,177477.38,1,0
2025-01-21,169085.06,0,1
2025-01-21,92796.04,1,0
2025-01-21,177163.43,1,0
2025-01-21,62640.63,1,0
2025-01-21,308815.46,0,1
2025-01-21,70863.14,1,0
2025-01-21,188013.75,1,0
2025-01-21,158352.57,1,0
2025-01-21,90502.59,0,1
2025-01-21,443618.65,0,1
2025-01-21,274629.72,0,1
2025-01-22,349962.57,0,1
2025-01-22,180633.88,0,1
2025-01-22,178521.65,1,0
2025-01-22,113762.53,1,0
